Variable,Coefficient,Std Error,t-value,p-value
const,0.5292772843817036,0.004659868578195315,113.58201964285513,0.0
log_price,0.047602910786902056,0.0018694670190114835,25.463359504503593,1.8390787583388584e-140
violence_score,-0.006256759815897602,0.0014753345509059682,-4.240909163318566,2.2376404354409297e-05
no_sup_lang,0.004183109796344732,0.000311490501255043,13.429333413026534,6.503177472332686e-41
